swing-feminin.com,ccvccscvcvcvc.cvc,CLEAN,1.41666666667,0.628787878788,0.792961461099,0.534522483825,12,17,10,5,2,5,1,2,5,5,0
galliumos.org,cvccvvcvc.vcc,CLEAN,1.3,0.233333333333,0.48304589154,0.0,10,13,7,4,2,2,2,1,5,3,0
lianhwa.com.tw,cvvcccv.cvc.cc,CLEAN,1.27272727273,0.218181818182,0.467099366497,0.0,11,14,8,2,3,1,1,0,4,3,1
polysonic.se,cvcccvcvc.cv,CLEAN,1.2,0.177777777778,0.421637021356,0.0,10,12,7,3,2,3,1,1,4,4,1
positiveparenting.com,cvcvcvcvcvcvccvcc.cvc,CLEAN,1.5,0.423076923077,0.650443635588,0.229415733871,14,21,12,8,2,8,2,5,8,8,0
servicetax.gov.in,cvccvcvcvc.cvc.vc,CLEAN,1.30769230769,0.230769230769,0.480384461415,0.0,13,17,9,6,1,5,1,2,6,5,0
uninpahu.edu.co,vcvccvcv.vcv.cv,CLEAN,1.36363636364,0.454545454545,0.674199862463,0.277350098113,11,15,6,4,1,2,1,3,7,5,0
radarsemarang.com,cvcvccvcvcvcc.cvc,CLEAN,1.54545454545,1.07272727273,1.03572548135,0.363136519601,11,17,10,6,2,6,2,3,6,6,0
ensfundamental1.wordpress.com,vcccvccvcvccvcn.cvccccvcc.cvc,CLEAN,1.70588235294,0.595588235294,0.771743633141,0.19245008973,17,29,18,8,8,7,5,1,8,7,3
savoo.co.uk,cvcvv.cv.vc,CLEAN,1.375,0.553571428571,0.744023809143,0.333333333333,8,11,4,2,0,1,0,1,5,3,0
pemi-loker.blogspot.co.id,cvcvscvcvc.ccvcccvc.cv.vc,CLEAN,1.5625,0.795833333333,0.892094912738,0.208514414057,16,25,13,6,3,5,1,2,8,7,1
jcairlines.com,ccvvccvcvc.cvc,CLEAN,1.16666666667,0.151515151515,0.389249472081,0.0,12,14,8,4,2,3,1,1,5,4,0
discord.com,cvccvcc.cvc,CLEAN,1.375,0.267857142857,0.517549169507,0.333333333333,8,11,7,3,2,3,2,0,3,3,0
dietshin.com,cvvcccvc.cvc,CLEAN,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,7,3,2,2,1,0,4,3,1
bancong.vn,cvccvcc.cc,CLEAN,1.25,0.5,0.707106781187,0.0,8,10,7,2,3,2,2,0,2,2,0
astroml.org,vcccvcc.vcc,CLEAN,1.22222222222,0.194444444444,0.440958551844,0.0,9,11,7,3,4,1,3,0,3,1,1
snupit.co.za,ccvcvc.cv.cv,CLEAN,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,6,2,1,2,0,1,4,4,0
e-biblio.ru,vscvccvv.cv,CLEAN,1.22222222222,0.194444444444,0.440958551844,0.0,9,11,4,1,1,1,1,0,5,3,0
accenturealumni.com,vccvccvcvvcvccv.cvc,CLEAN,1.58333333333,0.44696969697,0.668557923422,0.0,12,19,10,6,3,4,3,2,8,6,0
discounttoners.com.au,cvccvvcccvcvcc.cvc.vv,CLEAN,1.61538461538,0.423076923077,0.650443635588,0.229415733871,13,21,11,5,4,4,3,1,8,5,1
autopsycheindia.com,vvcvcccccvvccvv.cvc,CLEAN,1.26666666667,0.209523809524,0.457737708217,0.0,15,19,10,4,5,2,2,1,8,4,3
ledlampenkopen.nu,cvccvccvccvcvc.cv,CLEAN,1.54545454545,0.672727272727,0.820199532265,0.363136519601,11,17,10,5,3,5,3,1,6,6,0
opovocomanoticia.blogspot.com.br,vcvcvcvcvcvcvcvv.ccvcccvc.cvc.cc,CLEAN,2.13333333333,3.12380952381,1.76743020338,0.401918476234,15,32,17,10,4,9,1,7,12,10,1
camera-business.com,cvcvcvscvcvcvcc.cvc,CLEAN,1.46153846154,0.435897435897,0.660225291774,0.0,13,19,10,6,1,6,1,4,7,7,0
5piecesgalleryphoto.com,ncvvcvccvccvccccvcv.cvc,CLEAN,1.4375,0.529166666667,0.727438428093,0.0,16,23,13,6,5,5,3,2,8,7,2
impuestosblog.com.ar,vccvvccvcccvc.cvc.vc,CLEAN,1.33333333333,0.380952380952,0.617213399848,0.0,15,20,11,6,4,3,3,0,7,4,1
