brownandtoland.com,ccvccvcccvcvcc.cvc,CLEAN,1.5,0.636363636364,0.797724035217,0.351865775274,12,18,12,5,5,5,3,1,5,5,1
ncf.ca,ccc.cv,CLEAN,1.2,0.2,0.4472135955,0.0,5,6,4,0,2,0,0,0,1,1,1
londonamateurbasketball.co.uk,cvccvcvcvcvvccvccvccvcc.cv.vc,CLEAN,1.93333333333,0.780952380952,0.883715101689,0.271746488195,15,29,16,9,5,7,5,3,11,9,0
anshumantech.com,vcccvcvccvcc.cvc,CLEAN,1.45454545455,0.272727272727,0.522232967867,0.267261241912,11,16,10,5,4,4,3,1,5,4,1
shopwashingtonsquare.com,ccvccvccvcccvcccvvcv.cvc,CLEAN,1.41176470588,0.507352941176,0.712287119901,0.213200716356,17,24,15,6,7,5,4,1,8,7,2
holax.ir,cvcvc.vc,CLEAN,1.0,0.0,0.0,0.0,8,8,4,3,0,2,0,1,3,2,0
tradextra.com,ccvcvcccv.cvc,CLEAN,1.3,0.233333333333,0.48304589154,0.421637021356,10,13,8,3,3,3,1,1,4,4,1
uadvokata.com.ua,vvccvcvcv.cvc.vv,CLEAN,1.6,0.933333333333,0.966091783079,0.267261241912,10,16,6,4,1,3,1,2,8,4,0
svoiforum.ru,ccvvcvcvc.cv,CLEAN,1.33333333333,0.25,0.5,0.316227766017,9,12,6,3,1,2,0,2,5,4,0
phsrl.it,ccccc.vc,CLEAN,1.0,0.0,0.0,0.0,8,8,6,1,4,0,0,0,1,0,3
nomad-cafe-20.com,cvcvcscvcvsnn.cvc,CLEAN,1.41666666667,0.265151515152,0.514928650544,0.258198889747,12,17,7,4,0,4,0,2,5,5,0
addeertz.com,vccvvccc.cvc,CLEAN,1.2,0.177777777778,0.421637021356,0.0,10,12,7,3,3,1,2,0,4,2,1
monvadon.com,cvccvcvc.cvc,CLEAN,1.5,0.571428571429,0.755928946018,0.316227766017,8,12,7,4,1,4,1,1,4,4,0
femdomarchive.net,cvccvcvcccvcv.cvc,CLEAN,1.21428571429,0.335164835165,0.578934223522,0.0,14,17,10,5,3,5,2,2,6,6,1
whiteops.com,ccvcvvcc.cvc,CLEAN,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,7,3,2,2,1,1,4,3,0
lakierowanko.info,cvcvvcvcvccv.vccv,CLEAN,1.54545454545,0.472727272727,0.687551650952,0.0,11,17,8,5,2,3,2,3,8,6,0
fwworld.com,cccvccc.cvc,CLEAN,1.22222222222,0.194444444444,0.440958551844,0.0,9,11,8,2,4,2,1,0,2,2,2
meryken.com,cvcccvc.cvc,CLEAN,1.22222222222,0.194444444444,0.440958551844,0.0,9,11,7,3,2,3,1,0,3,3,1
xmferry.com,cccvccc.cvc,CLEAN,1.22222222222,0.194444444444,0.440958551844,0.0,9,11,8,2,4,2,1,0,2,2,2
nest.com,cvcc.cvc,CLEAN,1.0,0.0,0.0,0.0,8,8,5,2,1,2,1,0,2,2,0
ukrstat.gov.ua,vccccvc.cvc.vv,CLEAN,1.4,0.266666666667,0.516397779494,0.0,10,14,7,3,3,2,1,0,5,2,2
karachitalks.com,cvcvccvcvccc.cvc,CLEAN,1.33333333333,0.424242424242,0.651338947279,0.0,12,16,10,5,3,5,2,2,5,5,1
isistrac.com,vcvcccvc.cvc,CLEAN,1.33333333333,0.25,0.5,0.316227766017,9,12,7,4,2,3,1,1,4,3,1
arcada.fi,vccvcv.cv,CLEAN,1.28571428571,0.571428571429,0.755928946018,0.0,7,9,4,2,1,1,1,1,4,3,0
idhaber.com,vccvcvc.cvc,CLEAN,1.0,0.0,0.0,0.0,11,11,6,4,1,3,1,1,4,3,0
lnnet.ru,cccvc.cv,CLEAN,1.14285714286,0.142857142857,0.377964473009,0.0,7,8,5,1,2,1,0,0,2,2,1
streampoint.com,cccvvccvvcc.cvc,CLEAN,1.25,0.204545454545,0.452267016867,0.0,12,15,9,3,4,1,2,0,5,3,1
cash2coins.com,cvccncvvcc.cvc,CLEAN,1.4,0.488888888889,0.69920589878,0.288675134595,10,14,8,3,2,2,2,0,4,3,0
rbusd.org,ccvcc.vcc,CLEAN,1.125,0.125,0.353553390593,0.0,8,9,6,2,3,1,2,0,2,1,0
insplanet.com,vccccvcvc.cvc,CLEAN,1.08333333333,0.0833333333333,0.288675134595,0.0,12,13,8,4,3,3,1,1,4,3,2
bodyflux.com,cvccccvc.cvc,CLEAN,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,8,3,3,3,1,0,3,3,2
pushblog.com,cvccccvc.cvc,CLEAN,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,8,3,3,3,1,0,3,3,2
studiorayyan.com,ccvcvvcvccvc.cvc,CLEAN,1.23076923077,0.192307692308,0.438529009654,0.0,13,16,9,5,2,4,1,2,6,5,0
issuelab.org,vccvvcvc.vcc,CLEAN,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,6,4,2,1,2,1,5,2,0
ledolia.com,cvcvcvv.cvc,CLEAN,1.22222222222,0.194444444444,0.440958551844,0.0,9,11,5,3,0,3,0,2,5,4,0
zepp.com,cvcc.cvc,CLEAN,1.14285714286,0.142857142857,0.377964473009,0.0,7,8,5,2,1,2,1,0,2,2,0
kinjo-u.ac.jp,cvccvsv.vc.cc,CLEAN,1.18181818182,0.163636363636,0.404519917478,0.0,11,13,6,2,2,1,1,0,4,2,0
thefirstpost.xyz,ccvcvccccvcc.ccc,CLEAN,1.23076923077,0.358974358974,0.599144689515,0.267261241912,13,16,12,3,7,3,2,1,3,3,3
birdbrooklyn.com,cvccccvvcccc.cvc,CLEAN,1.33333333333,0.424242424242,0.651338947279,0.0,12,16,11,3,6,2,2,0,4,3,4
wegplaner.de,cvcccvcvc.cv,CLEAN,1.2,0.4,0.632455532034,0.0,10,12,7,3,2,3,1,1,4,4,1
indersciencesubmissions.com,vccvcccvvccvcvccvccvvcc.cvc,CLEAN,2.25,1.84090909091,1.3568010506,0.0,12,27,16,8,7,5,6,1,10,7,1
forcedporn.me,cvccvccvcc.cv,CLEAN,1.3,0.233333333333,0.48304589154,0.301511344578,10,13,8,3,3,3,3,0,4,4,0
youngjaecomputer.com,cvvcccvvcvccvcvc.cvc,CLEAN,1.42857142857,0.417582417582,0.646206172659,0.332105582078,14,20,11,6,3,4,2,2,8,6,1
tatavaluehomes.com,cvcvcvcvvcvcvc.cvc,CLEAN,1.5,0.454545454545,0.674199862463,0.351865775274,12,18,9,7,0,6,0,5,8,7,0
themammothreflex.com,ccvcvccvcccvccvc.cvc,CLEAN,1.66666666667,0.969696969697,0.984731927835,0.235702260396,12,20,13,6,5,6,3,1,6,6,1
azulik.com,vcvcvc.cvc,CLEAN,1.0,0.0,0.0,0.0,10,10,5,4,0,3,0,2,4,3,0
mineduc.edu.gt,cvcvcvc.vcv.cc,CLEAN,1.4,0.266666666667,0.516397779494,0.404519917478,10,14,7,4,1,3,0,3,5,4,0
safetync.org,cvcvcccc.vcc,CLEAN,1.0,0.0,0.0,0.0,12,12,8,3,4,2,2,1,3,2,2
wahinstitute.net,cvcvcccvcvcv.cvc,CLEAN,1.6,0.933333333333,0.966091783079,0.0,10,16,9,5,2,5,1,3,6,6,1
meshproducer.com,cvccccvcvcvc.cvc,CLEAN,1.45454545455,0.272727272727,0.522232967867,0.0,11,16,10,5,3,5,1,2,5,5,2
ichtv1de.com,vccccncv.cvc,CLEAN,1.09090909091,0.0909090909091,0.301511344578,0.0,11,12,7,2,3,1,1,0,3,2,2
cs-love.net,ccscvcv.cvc,CLEAN,1.1,0.1,0.316227766017,0.0,10,11,6,2,1,2,0,1,3,3,0
trekking007.com,ccvccvccnnn.cvc,CLEAN,1.15384615385,0.141025641026,0.375533808099,0.0,13,15,8,3,3,3,2,0,3,3,0
filever.com,cvcvcvc.cvc,CLEAN,1.1,0.1,0.316227766017,0.0,10,11,6,4,0,4,0,2,4,4,0
pokemonbattlearena.net,cvcvcvccvcccvvcvcv.cvc,CLEAN,1.83333333333,1.24242424242,1.11464085805,0.0,12,22,12,7,3,6,2,4,9,8,1
moh-hei.edu.om,cvcscvv.vcv.vc,CLEAN,1.55555555556,0.277777777778,0.527046276695,0.0,9,14,5,3,0,1,0,1,6,3,0
judaicacity.co.il,cvcvvcvcvcc.cv.vc,CLEAN,1.54545454545,0.672727272727,0.820199532265,0.0,11,17,8,5,1,3,1,3,7,5,0
iamovers.org,vvcvcvcc.vcc,CLEAN,1.2,0.177777777778,0.421637021356,0.0,10,12,6,4,2,2,2,2,5,2,0
fines.pl,cvcvc.cc,CLEAN,1.0,0.0,0.0,0.0,8,8,5,2,1,2,0,1,2,2,0
thesciencepage.com,ccvccvvccvcvcv.cvc,CLEAN,1.38461538462,0.923076923077,0.960768922831,0.0,13,18,10,5,3,4,2,2,7,6,0
railturkey.org,cvvccvccvc.vcc,CLEAN,1.16666666667,0.333333333333,0.57735026919,0.0,12,14,8,4,3,2,3,0,5,3,0
theboxsceneproject.org,ccvcvcccvcvccvcvcc.vcc,CLEAN,1.57142857143,0.879120879121,0.937614461877,0.0,14,22,14,7,6,6,4,3,7,6,1
sdifenzhou.com,ccvcvcccvv.cvc,CLEAN,1.07692307692,0.0769230769231,0.277350098113,0.0,13,14,8,3,3,3,1,1,5,4,1
avvocaticontrousura.it,vccvcvcvcvcccvvcvcv.vc,CLEAN,2.0,0.6,0.774596669241,0.0,11,22,11,8,3,5,2,5,10,7,1
godstonetabernacle.org,cvcccvcvcvcvccvccv.vcc,CLEAN,1.69230769231,0.564102564103,0.751067616199,0.0,13,22,13,7,5,6,4,3,8,7,1
sometraf.com,cvcvccvc.cvc,CLEAN,1.2,0.177777777778,0.421637021356,0.316227766017,10,12,7,4,1,4,1,1,4,4,0
shuma7.com,ccvcvn.cvc,CLEAN,1.11111111111,0.111111111111,0.333333333333,0.0,9,10,5,2,1,2,0,1,3,3,0
e-seisaku.biz,vscvvcvcv.cvc,CLEAN,1.3,0.233333333333,0.48304589154,0.0,10,13,5,3,0,2,0,2,6,4,0
allafricanjamz.com,vccvccvcvccvcc.cvc,CLEAN,1.5,0.818181818182,0.904534033733,0.0,12,18,11,6,4,5,4,1,6,5,0
genagen.es,cvcvcvc.vc,CLEAN,1.66666666667,0.666666666667,0.816496580928,0.487950036474,6,10,5,4,0,3,0,2,4,3,0
areasq.co.uk,vcvvcc.cv.vc,CLEAN,1.2,0.177777777778,0.421637021356,0.0,10,12,5,3,1,0,1,1,5,2,0
carseatheadrest.com,cvccvvccvvccvcc.cvc,CLEAN,1.72727272727,0.618181818182,0.786245393107,0.242535625036,11,19,11,5,4,3,4,0,7,5,0
moorgroup.com,cvvcccvvc.cvc,CLEAN,1.625,1.125,1.06066017178,0.0,8,13,7,3,2,1,1,0,5,3,1
mpowersoft.com,ccvcvccvcc.cvc,CLEAN,1.27272727273,0.418181818182,0.646669790683,0.0,11,14,9,4,3,4,2,1,4,4,0
